# ---------------------------------------------------
# Last Update: verified by Valminder Oct 30, 2003.
# ---------------------------------------------------
#
# FR_Random_NPC
#
# Various tables intended for use by other tables
# to generate basic NPC information: number, level, race, class, alignment
#
# Includes level adjustment code to reroll result if calculated level is 0 or less
# Gets religion for clerics and paladins
#
# Created 06/18/03 SMS
# 
# Corrected by Valminder, Oct 2003
#   -{If~} and {Dice~}
#   -Changed [Religion.RACEDeities] to standard [Religion.RACE Gods]
#

%Adj%,0
%Level%,0
%Race%,0
%Class%,0
%Deity%,XXX

:Start
1,{Loop~{Dice~1d3+2},[FR_SM_NPC]}

:FR_SM_NPC
01-20,|Adj=0||Class=[FR_Good_Class]||Level={Dice~2d8+%Adj%}|
78,|Adj=-1|Planetouched Tiefling
79,|Adj=-2|Female Drow Elf
80,|Adj=-2|Male Drow Elf
81,|Adj=-2|Duergar (dwarf)
82,|Adj=-1|Dwarf (derro)
83,|Adj=-2|Gnoll
84,|Adj=-2|Troglodyte
85,|Adj=-3|Bugbear
86,|Adj=-5|Ogre
87,|Adj=-8|Mind flayer
88,|Adj=-8|Ogre Magi
89,|Adj=-4|Werebat {Lockout~ftr_FR_Evil_Race,89-92,94-95}[ftr_FR_Evil_Race]
90,|Adj=-2|Wererat {Lockout~ftr_FR_Evil_Race,89-92,94-95}[ftr_FR_Evil_Race]
91,|Adj=-7|Werecrocodile {Lockout~ftr_FR_Evil_Race,89-92,94-95}[ftr_FR_Evil_Race]
92,|Adj=-3|Werewolf {Lockout~ftr_FR_Evil_Race,89-92,94-95}[ftr_FR_Evil_Race]
93,|Adj=-12|Greater Doppelganger
94,|Adj=-3|Half-fiend {Lockout~ftr_FR_Evil_Race,89-92,94-95}[ftr_FR_Evil_Race]
95,|Adj=-3|Half-dragon {Lockout~ftr_FR_Evil_Race,89-92,94-95}[ftr_FR_Evil_Race]
96,|Adj=-2|Shade
97,|Adj=-6|Pureblood Yuan-ti
98,|Adj=-6|Halfblood Yuan-ti
99,|Adj=-9|Abomination Yuan-ti
100,|Adj=-3|Tainted one Yuan-ti

:!mnk_FR_Evil_Race
01,|Adj=-1|Planetouched Fey'ri
02-09,Half-elf
10-17,Half-orc
18-81,Human
82,|Adj=-1|Planetouched Air Genasi
83,|Adj=-1|Planetouched Earth Genasi
84,|Adj=-1|Planetouched Fire Genasi
85,|Adj=-1|Planetouched Water Genasi
86-89,Hobgoblin
90,|Adj=-5|Planetouched Tanarukk
91,|Adj=-1|Planetouched Tiefling
92-93,|Adj=-8|Ogre Magi
94,|Adj=-3|Half-fiend {Lockout~mnk_FR_Evil_Race,94-95}[mnk_FR_Evil_Race]
95,|Adj=-3|Half-dragon {Lockout~mnk_FR_Evil_Race,94-95}[mnk_FR_Evil_Race]
96,|Adj=-2|Shade
97,|Adj=-6|Pureblood Yuan-ti
98,|Adj=-6|Halfblood Yuan-ti
99,|Adj=-9|Abomination Yuan-ti
100,|Adj=-3|Tainted one Yuan-ti

:!rgr_FR_Evil_Race
01,Moon elf
02-03,Wood elf
04-05,|Adj=-1|Planetouched Fey'ri
06-20,Half-elf
21-26,Half-orc
27-44,Human
45,|Adj=-6|Kir-lanan (gargoyle)
46-47,|Adj=-2|Lizardfolk
48,|Adj=-1|Planetouched Air Genasi
49,|Adj=-1|Planetouched Earth Genasi
50,|Adj=-1|Planetouched Fire Genasi
51,|Adj=-1|Planetouched Water Genasi
52,Hobgoblin
53,|Adj=-5|Planetouched Tanarukk
54-71,|Adj=-2|Gnoll
72,|Adj=-2|Troglodyte
73,|Adj=-3|Bugbear
74,|Adj=-5|Ogre
75,|Adj=-4|Werebat {Lockout~rgr_FR_Evil_Race,75-95}[rgr_FR_Evil_Race]
76,|Adj=-2|Wererat {Lockout~rgr_FR_Evil_Race,75-95}[rgr_FR_Evil_Race]
77,|Adj=-7|Werecrocodile {Lockout~rgr_FR_Evil_Race,75-95}[rgr_FR_Evil_Race]
78-79,|Adj=-3|Werewolf {Lockout~rgr_FR_Evil_Race,75-95}[rgr_FR_Evil_Race]
80,|Adj=-3|Half-fiend {Lockout~rgr_FR_Evil_Race,75-95}[rgr_FR_Evil_Race]
81-95,|Adj=-3|Half-dragon {Lockout~rgr_FR_Evil_Race,75-95}[rgr_FR_Evil_Race]
96,|Adj=-2|Shade
97,|Adj=-6|Pureblood Yuan-ti
98,|Adj=-6|Halfblood Yuan-ti
99,|Adj=-9|Abomination Yuan-ti
100,|Adj=-3|Tainted one Yuan-ti

:!rog_FR_Evil_Race
01,Gold dwarf
02,Shield dwarf
03-04,Moon elf
05,Wood elf
06-07,|Adj=-1|Planetouched Fey'ri
08-22,Half-elf
23,Strongheart halfling
24,Lightfoot halfing
25,Ghostwise halfing
26-38,Half-orc
39-56,Human
57-58,|Adj=-1|Planetouched Air Genasi
59,|Adj=-1|Planetouched Earth Genasi
60,|Adj=-1|Planetouched Fire Genasi
61,|Adj=-1|Planetouched Water Genasi
62-79,Goblin
80,Hobgoblin
81,Kobold
82-83,|Adj=-5|Planetouched Tanarukk
84-85,|Adj=-1|Planetouched Tiefling
86-89,|Adj=-3|Bugbear
90,|Adj=-8|Mind flayer
91,|Adj=-4|Werebat {Lockout~rog_FR_Evil_Race,91-95,97-99}[rog_FR_Evil_Race]
92-93,|Adj=-2|Wererat {Lockout~rog_FR_Evil_Race,91-95,97-99}[rog_FR_Evil_Race]
94,|Adj=-7|Werecrocodile {Lockout~rog_FR_Evil_Race,91-95,97-99}[rog_FR_Evil_Race]
95,|Adj=-3|Werewolf {Lockout~rog_FR_Evil_Race,91-95,97-99}[rog_FR_Evil_Race]
96,|Adj=-12|Greater Doppelganger
97-98,|Adj=-3|Half-fiend {Lockout~rog_FR_Evil_Race,91-95,97-99}[rog_FR_Evil_Race]
99,|Adj=-3|Half-dragon {Lockout~rog_FR_Evil_Race,91-95,97-99}[rog_FR_Evil_Race]
100,|Adj=-2|Shade

:!sor_FR_Evil_Race
01,Wild elf
02,|Adj=-1|Planetouched Fey'ri
03-17,Half-elf
18,Strongheart halfling
19,Lightfoot halfing
20,Ghostwise halfing
21-23,Half-orc
24-55,Human
56,|Adj=-6|Kir-lanan (gargoyle)
57,|Adj=-2|Lizardfolk
58,|Adj=-1|Planetouched Air Genasi
59,|Adj=-1|Planetouched Earth Genasi
60,|Adj=-1|Planetouched Fire Genasi
61,|Adj=-1|Planetouched Water Genasi
62,Goblin
63,Hobgoblin
64-77,Kobold
78,|Adj=-5|Planetouched Tanarukk
79,|Adj=-2|Gnoll
80-81,|Adj=-2|Troglodyte
82,|Adj=-3|Bugbear
83,|Adj=-5|Ogre
84,|Adj=-8|Minotaur
85,|Adj=-8|Mind flayer
86,|Adj=-8|Ogre Magi
87,|Adj=-4|Werebat {Lockout~sor_FR_Evil_Race,87-90,92-94}[sor_FR_Evil_Race]
88,|Adj=-2|Wererat {Lockout~sor_FR_Evil_Race,87-90,92-94}[sor_FR_Evil_Race]
89,|Adj=-7|Werecrocodile {Lockout~sor_FR_Evil_Race,87-90,92-94}[sor_FR_Evil_Race]
90,|Adj=-3|Werewolf {Lockout~sor_FR_Evil_Race,87-90,92-94}[sor_FR_Evil_Race]
91,|Adj=-12|Greater Doppelganger
92,|Adj=-3|Half-fiend {Lockout~sor_FR_Evil_Race,87-90,92-94}[sor_FR_Evil_Race]
93-94,|Adj=-3|Half-dragon {Lockout~sor_FR_Evil_Race,87-90,92-94}[sor_FR_Evil_Race]
95-96,|Adj=-2|Shade
97,|Adj=-6|Pureblood Yuan-ti
98,|Adj=-6|Halfblood Yuan-ti
99,|Adj=-9|Abomination Yuan-ti
100,|Adj=-3|Tainted one Yuan-ti

:!wiz_FR_Evil_Race
01-09,Moon elf
10,Wood elf
11,|Adj=-1|Planetouched Fey'ri
12-26,Half-elf
27,Lightfoot halfing
28,Ghostwise halfing
29-69,Human
70,|Adj=-6|Kir-lanan (gargoyle)
71,|Adj=-1|Planetouched Air Genasi
72-73,|Adj=-1|Planetouched Fire Genasi
74-75,|Adj=-1|Planetouched Water Genasi
76-77,Hobgoblin
78,|Adj=-5|Planetouched Tanarukk
79,|Adj=-1|Planetouched Tiefling
80-87,|Adj=-2|Male Drow Elf
88,|Adj=-2|Gnoll
89,|Adj=-3|Bugbear
90,|Adj=-8|Mind flayer
91-92,|Adj=-8|Ogre Magi
93,|Adj=-4|Werebat {Lockout~wiz_FR_Evil_Race,93-96,98-99}[wiz_FR_Evil_Race]
94,|Adj=-2|Wererat {Lockout~wiz_FR_Evil_Race,93-96,98-99}[wiz_FR_Evil_Race]
95,|Adj=-7|Werecrocodile {Lockout~wiz_FR_Evil_Race,93-96,98-99}[wiz_FR_Evil_Race]
96,|Adj=-3|Werewolf {Lockout~wiz_FR_Evil_Race,93-96,98-99}[wiz_FR_Evil_Race]
97,|Adj=-12|Greater Doppelganger
98,|Adj=-3|Half-fiend {Lockout~wiz_FR_Evil_Race,93-96,98-99}[wiz_FR_Evil_Race]
99,|Adj=-3|Half-dragon {Lockout~wiz_FR_Evil_Race,93-96,98-99}[wiz_FR_Evil_Race]
100,|Adj=-2|Shade
