2,live glowworm|Spell=fire shield (chill)|
1,loaded dice (pair)|Spell=sword of deception FOCUS (SC1)|
1,magnet (small pair)|Spell=false gravity (SC1)|
1,magnifying glass lens|Spell=sniper's eye FOCUS (SC1)|
1,mesh of thread|Spell=0|
1,metal tube packed with bat guano; sulfur; and copper|Spell=explosive cascade (SC1)|
2,mica (chip)|Spell=shatter|
2,mica (ground)|Spell=glitterdust|
1,miniature bronze armor|Spell=body of war (SC1)|
1,miniature cone-shaped hat|Spell=ray of stupidity (SC1)|
1,miniature hammer (5gp)|Spell=shatter floor FOCUS (SC1)|
1,miniature silk glove|Spell=duelward (SC1)|
1,miniature silk whip|Spell=sonic whip (SC1); wrathful castigation FOCUS (SC1)|
1,miniature sword|Spell=sword of deception FOCUS (SC1)|
1,minotaur's horn (powdered)|Spell=minotaur's might (101Sp)|
2,mirror fragment|Spell=detect scrying; glass strike FOCUS (SC1); sirine's grace (SC1); unluck (SC1)|
2,molasses|Spell=slow|
1,moonseed seed|Spell=0|
1,mummified toad|Spell=0|
1,needle (magnetized)|Spell=0|
1,oil (cinnabar)|Spell=animate water (SC1)|
2,oil (sweet)|Spell=suggestion|
1,oyster shell|Spell=contingency energy resistance (SC1)|
1,paper|Spell=0|
1,parchment|Spell=weapon shift (SC1)|
2,parchment rolled into a small cone|Spell=ventriloquism FOCUS|
2,parchment with holy text ([~Religion.Deities])|Spell=conviction (SC1); recitation FOCUS (SC1); shield of faith|
2,parchment (twisted loop)|Spell=rope trick|
2,pearl (100 gp)|Spell=identify|
1,pepper|Spell=scent (SC1)|
1,pewter figure of a warrior (tiny; 10gp)|Spell=phantom foe FOCUS (SC1)|
1,piece of a rust monster|Spell=rust ray (SC1)|
1,piece of stone from {If~{Dice~1d3}=1?a stone golem/{If~{Dice~1d2}=1?an earth elemental/a castle's outer wall}}|Spell=stone body (SC1)|
2,pin of silver|Spell=chain lightning FOCUS|
2,pin of [~Miscellaneous.Material]|Spell=0|
1,pin of [~Miscellaneous.Metal]|Spell=0|
1,plate mail piece|Spell=0|
1,platinum (chumk; 25gp)|Spell=antidragon aura (SC1)|
1,poison oak leaf|Spell=0|
1,poison sumac leaf|Spell=0|
1,polished rainbow-hued abalone shell|Spell=prismatic eye FOCUS (SC1)|
1,porcupine quill|Spell=quill blast (SC1)|
1,quartz (powdered)|Spell=0|
1,quartz gemstone (clear; 50gp)|Spell=icelance FOCUS (SC1)|
2,root of licorice|Spell=haste|
1,ruby (30gp)|Spell=bloodstar FOCUS (SC1)|
1,rust particles|Spell=rust ray (SC1)|
2,sand ([~Miscellaneous.Color])|Spell=leomund's secure shelter; persistent image; sleep; statue; transmute mud to rock; wall of sand (SC1)|
1,sand from an hourgalss|Spell=prolong life (101Sp)|
1,sapphire dust (10gp)|Spell=mantle of the icy soul (SC1)|
1,scale of a herring|Spell=0|
2,seashell|Spell=0|
1,set of marked {If~{Dice~1d2}=1?sticks/bones} (25gp)|Spell=omen of peril FOCUS (SC1)|
2,sheat of elad (thin)|Spell=mordenkainen's private sanctum|
1,shuriken coated with pine sap and sulfur|Spell=fire shuriken (SC1)|
2,silk|Spell=nystul's magic aura FOCUS|
1,silk (black)|Spell=sensory deprivation (SC1)|
2,silk ([~Miscellaneous.Color])|Spell=nystul's magic aura FOCUS|
1,silk glove|Spell=spontaneous search (SC1)|
2,silver bar (5 gp)|Spell=astral projection|
1,silver fiddle (miniature; 30gp)|Spell=bonefiddle FOCUS (SC1)|
1,silver dagger (10gp)|Spell=persistent blade FOCUS (SC1)|
1,silver ingot (5gp)|Spell=moon lust FOCUS (SC1)|
1,silver ladder (miniature)|Spell=force ladder FOCUS (SC1)|
1,silver shuriken shaped like a snowflake (50gp)|Spell=field of icy razors FOCUS (SC1)|
2,skin of a chameleon|Spell=obscure object|
1,skin of an eel|Spell=0|
1,skin of a snake|Spell=scale weakening (SC1); vipergout (SC1)|
1,skin of {AorAn~{If~{Dice~1d2}=1?{If~{Dice~1d2}=1?ankheg/bulette}/{If~{Dice~1d2}=1?purple worm/remorhaz}}}|Spell=tremorsense FOCUS (SC1)|
1,small {If~{Dice~1d2}=1?pottery/glass} vessel filled with ice/snow/water|Spell=creeping cold FOCUS (SC1)|
1,small piece of black cloth from a funeral shroud|Spell=shadow form (SC1)|
2,small leather strip of a displacer beast|Spell=displacement|
2,small silver mirror|Spell=analyze portal (SC1); groom (101Sp); spell turning|
1,sphere of transparent glass|Spell=ethereal chamber (SC1)|
2,sphere of [~Miscellaneous.Color] glass (50gp)|Spell=glowing orb FOCUS (SC1)|
2,sponge|Spell=horrid wilting; wall of water (SC1)|
2,spoon of silver (tiny; 5gp)|Spell=mordenkainen's magnificient mansion FOCUS|
2,spoon of [~Miscellaneous.Material]|Spell=0|
2,spores of mushrooms|Spell=sepia snake sigil|
1,stalactites (small)|Spell=0|
1,stinging nettle (crushed)|Spell=0|
1,sugar|Spell=0|
2,sulfur|Spell=animate fire (SC1); explosive cascade (SC1); fireball; fireburst (SC1); fire spiders (SC1); flame bolt (101Sp); flashburst (SC1); halt undead|
2,tail portions of {Dice~4d6} dead glowworms|Spell=fire shield (chill)|
2,talc|Spell=see invisibility|
1,tattoo needles|Spell=create magic tattoo FOCUS (SC1)|
1,tea leaves|Spell=sign (SC1)|
1,three small interlocked silver loops|Spell=bands of steel (SC1)|
1,tiger's claw|Spell=bite of the weretiger (SC1); claws of the demon (101Sp)|
1,teeth; carnivore (pair)|Spell=manyjaws (SC1)|
1,termite (live)|Spell=woodrot (SC1)|
1,toy soldier|Spell=tactical precision (SC1)|
2,trumpet of hearing (brass; small)|Spell=detect scrying|
1,vermilion|Spell=0|
2,vial of tears ([~Creatures.Humanoid])|Spell=crushing despair; wave of grief (SC1)|
1,war hammer|Spell=0|
2,wax (white)|Spell=ghost sound|
2,wax ([~Miscellaneous.Color])|Spell=ghost sound; remove scent (SC1)|
2,whitewash|Spell=hunter of hades (SC1); sequester|
2,wire (copper)|Spell=demand; electric loop (SC1); message FOCUS; reciprocal gyre (SC1); sending; stun ray (SC1); thunderhead (SC1)|
2,wire (golden)|Spell=feather fall FOCUS|
1,wire loop (golden)|Spell=reality maelstrom (SC1)|
2,wire (silver)|Spell=alarm FOCUS|
1,wire ([~Miscellaneous.Metal])|Spell=0|

;!Rare
10,feather/fur/scale/skin of a [~Creatures.Familiar Rare]|Spell=lightning bolt|
1,adamantine nugget (small; 100gp)|Spell=ironguard FOCUS (SC1)|
2,amber (powdered; 500 gp)|Spell=sepia snake sigil|
1,amber piece (500gp)|Spell=lesser spell matrix FOCUS (SC1)|
1,ashes from a destrachan|Spell=dirge of discord (SC1)|
1,babau slime|Spell=babau slime (SC1)|
1,balance (golden)|Spell=0|
1,barb from a hamatula|Spell=hamatula barbs (SC1)|
1,bell of carved crystal (100 gp)|Spell= greater alarm FOCUS (SC1)|
1,bit of {If~{Dice~1d2}=1?armor/weapon} used in combat by a 15+ level fighter|Spell=heroics (SC1)|
1,black {If~{Dice~1d2}=1?whip/riding crop}|Spell=scourge FOCUS (SC1)|
1,black gem (powdered)|Spell=ebon eyes (SC1)|
2,black onyx ({Dice~1d10*25} gp)|Spell=animate dead; create undead|
1,black onyx (500gp)|Spell=bodak's glare FOCUS (SC1)|
1,blood of a doppleganger|Spell=0|
1,blood of a gorgon|Spell=zone of respite (SC1)|
1,blood of an umber hulk|Spell=0|
1,bloodstone (500 gp)|Spell=vile death (SC1)|
1,bone of a {If~{Dice~1d2}=1?demon/devil}|Spell=fiendform (SC1)|
2,bone from an undead ([~Creatures.Undead_Physical])|Spell=scare; shroud of undeath (SC1)|
1,book (numerological)|Spell=0|
1,bust of caster (tiny)|Spell=0|
1,cage made of silver wire|Spell=0|
1,caltrop (golden)|Spell=0|
1,candelabra (silver)|Spell=0|
1,candelabra ([~Miscellaneous.Metal])|Spell=0|
2,chrysolite (powdered)|Spell=mordenkainen's private sanctum|
1,claw of a displacer beast|Spell=claws of the demon (101Sp); displacer form (SC1)|
1,claw of a [~Creatures.Dragon]|Spell=claws of the demon (101Sp); fell the greatest foe (SC1)|
1,wing claw of a [~Creatures.Dragon]|Spell=flight of the dragon (SC1)|
1,claw of an umber hulk|Spell=claws of the demon (101Sp)|
2,clear gem (powdered)|Spell=wall of force|
1,clear gem (10gp)|Spell=rainbow beam FOCUS (SC1)|
1,clear gem (50gp)|Spell=rainbow blast FOCUS (SC1)|
2,cloth from a ghoul|Spell=ghoul gesture (SC1); ghoul's touch|
2,cloth (linen) with gold thread|Spell=0|
2,cone of crystal|Spell=cone of cold|
2,cone of glass|Spell=cone of cold|
2,crushed black pearl (500 gp)|Spell=circle of death|
1,crystal water-filled goblet (500gp)|Spell=body harmonic FOCUS (SC1)|
1,dagger (small)|Spell=backbiter FOCUS (SC1); spirit knife FOCUS (101Sp); ring of blades (SC1)|
1,dagger (pair)|Spell=daggerspell stance FOCUS (SC1)|
2,dart (tiny)|Spell=melf's acid arrow FOCUS|
1,deep blue spinel (50 gp)|Spell=undermaster (SC1)|
2,diamond (crushed; 500 gp)|Spell=protection from spells; undead to death|
1,diamond (hemispherical)|Spell=0|
1,dice of human bones (pair)|Spell=cheat FOCUS (SC1)|
1,die of silver|Spell=0|
2,dirt from a [~Creatures.Dragon] footprint|Spell=0|
2,dirt from a ghoul's lair|Spell=ghoul gesture (SC1); ghoul glyph (SC1); ghoul's touch|
1,disk of polished bone ([~Creatures.Start2])|Spell=spell engine (SC1)|
1,dust from a disintegrated [~Creatures.Start2]|Spell=sphere of ultimate destruction (SC1)|
1,dung of an ape|Spell=0|
1,dust of a vampire destroyed by sunlight|Spell=blackfire (SC1)|
2,dust of diamond (50 gp)|Spell=diamondsteel (SC1); nondetection|
2,dust of diamond (100 gp)|Spell=nondetection; restoration|
2,dust of diamond (200 gp)|Spell=glyph of warding; nondetection; restoration|
2,dust of diamond (250 gp)|Spell=glyph of warding; nondetection; restoration; stoneskin|
1,dust from a wizard's tomb|Spell=refusal (SC1)|
1,dust from a spectre|Spell=0|
1,dust from a vampire|Spell=0|
1,emerald (powdered; 100gp)|Spell=sign of sealing (SC1)|
2,essence of a [~Creatures.Start2]|Spell=0|
2,eye of a {If~{Dice~1d10}=1?roc/{If~{Dice~1d2}=1?eagle/hawk}}|Spell=scrying|
1,eye of a [~Creatures.Dragon]|Spell=dragonsight FOCUS (SC1)|
2,eyelash of a basilisk|Spell=sequester|
1,eyelash of a kirin|Spell=0|
1,eyelash of an ogre mage|Spell=0|
2,exotic feather|Spell=wind wall|
2,feldspar (sunstone)|Spell=sunburst|
1,feldspar (sunstone; powdered)|Spell=wall of light (SC1)|
1,foxfire|Spell=0|
1,girallon hair|Spell=girallon's blessing (SC1)|
1,golden amulet shaped like a phoenix (150gp)|Spell=firewings FOCUS (SC1)|
2,granite (black)|Spell=earthen grace (SC1); stoneskin; wall of stone|
1,hair of an ape|Spell=0|
1,hair from an evil female elf|Spell=0|
1,hair from a ghoul|Spell=0|
1,hair from a lycanthrope|Spell=0|
1,hand of clay (miniature)|Spell=earthen grasp (SC1)|
1,hand of stone|Spell=stony grasp (SC1)|
1,hand of [~Miscellaneous.Material]|Spell=0|
2,holy symbol of silver marked with verses of anathema (500 gp; [~Religion.Deities])|Spell=destruction|
1,hourglass filled oith oil|Spell=slow burn (SC1)|
1,hourglass of platinum and crystal (500 gp)|Spell=anticipate teleportation FOCUS (SC1)|
2,ice|Spell=frost breath (SC1); ice knife (SC1); ray of ice (SC1); simulacrum; snowball swarm (SC1)|
1,ice (shard)|Spell=ice axe (SC1)|
2,ink (lead-based; 50 gp)|Spell=illusory script|
1,inks (various colors; 100gp)|Spell=create magic tattoo (SC1)|
2,ink of a giant squid|Spell=rary's mnemonic enhancer|
2,ink of a giant squid mixed with black dragon's blood|Spell=rary's mnemonic enhancer|
2,ivory plaque (50 gp)|Spell=rary's mnemonic enhancer FOCUS|
2,{Dice~1d4+4} ivory strips (50 gp each)|Spell=legend lore FOCUS|
2,jacinth (1000 gp) and {Dice~1d6} silver bar(s) (5 gp)|Spell=astral projection|
2,jade dust (100 gp)|Spell=magic mouth; permanent image; programmed image|
2,jade dust (250 gp)|Spell=false vision; magic mouth; permanent image|
1,key made of silver|Spell=0|
1,key made of [~Miscellaneous.Metal]|Spell=0|
1,leather scrap (blessed)|Spell=0|
2,lens (small)|Spell=blistering radiance (SC1); focus of the magical mind FOCUS (101Sp); ray of flame FOCUS (SC1)|
1,links of gold|Spell=0|
2,lodestone|Spell=disintegrate; lay of the land FOCUS (SC1); reverse gravity; unbinding (SC1)|
2,lump of alum soaked in vinegar|Spell=antipathy|
2,mercury (quicksilver)|Spell=contingency; metal melt (SC1); polymorph any object; symbol; tenser's floating disk|
1,metal cube (perfect)|Spell=0|
1,mirror (cracked)|Spell=scramble portal (SC1)|
2,miniature sword of platinum with a grip and pommel of copper and zinc|Spell=mordenkainen's sword FOCUS|
1,miniature violin bow made of platinum (250gp)|Spell=fugue FOCUS (SC1)|
2,moonstone (polished)|Spell=moonbow (SC1)|
2,nitric acid|Spell=scrying|
1,nixie's hair|Spell=nixie's grace FOCUS (SC1)|
2,ointment made from mushroom powder; saffron; and fat|Spell=true seeing|
1,ointment of diamond dust ({Dice~1d10*50} gp)|Spell=hardening (SC1)|
2,pair of platinum rings (50gp each)|Spell=shield other FOCUS|
2,pendant; metal ([~Rune Generator.GenRune])|Spell=0|
2,phosphorescent moss|Spell=light|
2,phosphorus|Spell=fire shield (warm); flame of faith (SC1); flashburst (SC1); rainbow pattern; symbol; shroud of flame (SC1); wall of fire|
1,pineal gland|Spell=0|
1,platinum chain (small length; 500 gp)|Spell=howling chain FOCUS (SC1)|
2,portal made of ivory (5 gp)|Spell=mordenkainen's magnificient mansion FOCUS|
2,prism made of crystal|Spell=rainbow pattern FOCUS; read magic FOCUS; scintillating pattern|
1,prism made of crystal (10gp)|Spell=rainbow beam FOCUS (SC1)|
1,prism made of crystal (50gp)|Spell=rainbow blast FOCUS (SC1)|
1,quartz crystal embedded in rock|Spell=bombardment FOCUS (SC1)|
1,quartz gemstone engraved with the image of an exquisite tiny castle (100gp)|Spell=nature's rampart FOCUS (SC1)|
2,rare incense (250 gp)|Spell=legend lore; stalking brand (SC1)|
2,reliquary (tiny; [~Religion.Deities]; 500 gp; {If~{Dice~1d2}=1?scrap of cloth from a saint's robe/piece of parchment with holy text})|Spell=cloak of chaos FOCUS; holy aura FOCUS; shield of law FOCUS; unholy aura FOCUS|
1,resin of camphor|Spell=0|
2,rod of amber|Spell=lightning bolt; chain lightning FOCUS|
2,rod of crystal|Spell=chain lightning FOCUS; hypnotic pattern; lightning bolt; lucent lance FOCUS (SC1)|
2,rod of crystal filled with phosphorescent material|Spell=hypnotic pattern|
2,rod of glass|Spell=chain lightning FOCUS; lightning bolt; lucent lance FOCUS (SC1)|
2,rod of silver|Spell=guards and wards FOCUS|
1,rod of [~Miscellaneous.Material]|Spell=0|
2,ruby dust (powdered; <1gp)|Spell=continual flame|
1,ruby (500gp)|Spell=ruby ray of reversal FOCUS (SC1)|
2,ruby dust (powdered; 1500 gp)|Spell=forcecage|
1,saffron|Spell=0|
1,salts (alkaline)|Spell=0|
2,sapphire (1000 gp)|Spell=drawmij's instant summons|
1,scale of a [~Creatures.Dragon]|Spell=dragon breath (SC1); dragonskin (SC1-101Sp); hide from dragons (SC1)|
1,scale of a red dragon|Spell=scorch FOCUS (SC1)|
1,scale of a xorn|Spell=xorn movement FOCUS (SC1)|
2,scrap from a map 100 years old|Spell=0|
1,set of small crystal lenses set in gold loops (500 gp)|Spell=programmed amnesia (SC1)|
1,sheet of fine lead crystal|Spell=dispelling screen (SC1)|
1,sheet of gold|Spell=0|
1,sheet of platinum|Spell=0|
1,sheet of silver|Spell=0|
1,sheet of [~Miscellaneous.Metal]|Spell=0|
1,shroud from a 100-year old corpse|Spell=0|
1,siege engine|Spell=0|
1,silk streamer|Spell=0|
1,silk (black)|Spell=0|
1,silk ([~Miscellaneous.Color])|Spell=0|
1,silk  (tiny ball of spider silk)|Spell=viscid globe (SC1)|
1,silver bar (50 gp)|Spell=seal portal (SC1)|
2,silver dust (powdered; 25 gp)|Spell=anarchic water (SC1); bless water; curse water; consecrate; desecrate; planar bubble (SC1); wall of good (SC1)|
1,silver wheel (500 gp)|Spell=spell engine (SC1)|
1,sinew of an ape|Spell=0|
1,skin from a spell-resistant creature|Spell=0|
2,skin of a [~Creatures.Humanoid2]|Spell=clone|
2,snow|Spell=simulacrum|
1,snow (melter; mountain)|Spell=ray of ice (SC1)|
1,sphere of obsidian|Spell=0|
1,spinner of brass|Spell=0|
1,spittle from a giant slug|Spell=0|
1,standard miniature|Spell=0|
2,statue of a canine (ebony; 25gp)|Spell=repulsion FOCUS|
2,statue of a canine (ivory; 25gp)|Spell=repulsion FOCUS|
2,statue of a canine ([~Miscellaneous.Material])|Spell=0|
2,statuette of the caster (ivory; [~Creatures.Humanoid2]; 1500 gp)|Spell=contingency FOCUS|
2,stomach of an adder|Spell=melf's acid arrow|
2,tarts (tiny)|Spell=tasha's hideous laughter|
2,tentacle of a giant {If~{Dice~1d2}=1?octopus/squid}|Spell=evard's black tentacles|
1,tiny golden needle|Spell=0|
2,tiny lens of {If~{Dice~1d2}=1?ruby/sapphire} set in a small golden loop (1500 gp)|Spell=analyze dweomer FOCUS|
1,topaz (500 gp)|Spell=renewal pact (SC1)|
2,tuning fork ([~Miscellaneous.Metal])|Spell=harmonic chorus FOCUS (SC1); sympathetic vibration FOCUS|
1,tuning fork of cold iron|Spell=subvert planar essence (SC1)|
1,veil of silk|Spell=0|
1,volcanic ash|Spell=0|
1,walnut oil|Spell=0|
1,whistle of bone|Spell=0|
2,whistle of silver (tiny)|Spell=mordenkainen's faithful hound|
1,whistle of vulture-bone|Spell=0|
2,will o' wisp's essence|Spell=secret page|
1,wire of platinum|Spell=0|
1,wire of [~Miscellaneous.Metal]|Spell=0|
1,wychwood|Spell=0|
2,ziggurat of clay|Spell=tongue|
2,zinc|Spell=scrying|
